lexicon_pct,model,signal,original_ECE,original_FD,calibrated_ECE,calibrated_FD,rewritten_ECE,rewritten_FD
25,openai/gpt-oss-20b,lc,0.390753607226475,2.260564725200234,0.1113454737250059,0.4552931722098513,0.2437584330752539,0.7722632200430075
25,openai/gpt-oss-20b,tp,0.1928673798671489,0.7370058637165416,0.1054389205025815,0.4709234814671718,0.2253986581272085,0.6467965060953582
25,openai/gpt-oss-20b,su,0.3009817103561133,2.1556273648108446,0.0532540174580409,0.4771854959269276,0.2306732947494267,0.822189585890568
25,meta-llama/Llama-3.1-8B-Instruct,lc,0.4254309881077295,1.8316941775302464,0.1156698593063735,0.4563103002175721,0.2758732550996334,0.7483367738614093
25,meta-llama/Llama-3.1-8B-Instruct,tp,0.0953081873662113,0.5607930367012156,0.092896683050909,0.4450358936020443,0.2443469899784431,0.6809262019655558
25,meta-llama/Llama-3.1-8B-Instruct,su,0.3610227648242848,2.502064934986403,0.0830727318862834,0.4672720471175609,0.2439512813295627,0.6333341001527023
25,qwen/Qwen3-8B,lc,0.4392139111512218,2.0559410056586747,0.1237970637440638,0.4480270068119255,0.2629172221501427,0.7089473182935563
25,qwen/Qwen3-8B,tp,0.4579216378962827,48.489274005296224,0.1002410755102118,0.4631949132532684,0.2391001647548935,0.6276919332627575
25,qwen/Qwen3-8B,su,0.3973197233775559,2.7460184252281667,0.090736031076743,0.462062977208296,0.246723751097428,0.6540998361079301
25,mistralai/Mistral-7B-Instruct-v0.3,lc,0.372443350060845,1.7805812557275256,0.1179172927296473,0.4865486463778025,0.2650220816556036,0.8301194045940457
25,mistralai/Mistral-7B-Instruct-v0.3,tp,0.2060678257793172,4.9873225787120985,0.1219705598197961,0.4923852776526841,0.2564468028259526,0.8496682701001154
25,mistralai/Mistral-7B-Instruct-v0.3,su,0.3534547929581574,2.5495924348529027,0.0777076337135918,0.4762899767040817,0.2555383044039724,0.7905291009935064
50,openai/gpt-oss-20b,lc,0.3909837938767826,2.260564725200234,0.1100359950918686,0.4552931722098513,0.2238132055384973,0.6792634332354998
50,openai/gpt-oss-20b,tp,0.1924941261190404,0.7370058637165416,0.106440323010859,0.4709234814671718,0.2123697955291797,0.632059780461193
50,openai/gpt-oss-20b,su,0.3010465615810169,2.1556273648108446,0.0530769610719183,0.4771854959269276,0.1991028849727176,0.6627206235614167
50,meta-llama/Llama-3.1-8B-Instruct,lc,0.4254328253717944,1.8316941775302464,0.1157816192603931,0.4563103002175721,0.2624711970325676,0.702577947702282
50,meta-llama/Llama-3.1-8B-Instruct,tp,0.096061651007358,0.5607930367012156,0.0939004081290409,0.4450358936020443,0.2441752584234142,0.7152273233063823
50,meta-llama/Llama-3.1-8B-Instruct,su,0.3613510229460386,2.502064934986403,0.0826272773136357,0.4672720471175609,0.2400370599413562,0.6164652480137955
50,qwen/Qwen3-8B,lc,0.4394470415477166,2.0559410056586747,0.1243501852472538,0.4480270068119255,0.2400639989744896,0.6376549504454595
50,qwen/Qwen3-8B,tp,0.4576208085163978,48.489274005296224,0.1002667130273039,0.4631949132532684,0.2420700374690446,0.6119946650583833
50,qwen/Qwen3-8B,su,0.3973773794688597,2.7460184252281667,0.0910069499128731,0.462062977208296,0.2306570720596259,0.5875222387821795
50,mistralai/Mistral-7B-Instruct-v0.3,lc,0.3725639860534884,1.7805812557275256,0.117780760055891,0.4865486463778025,0.233357443127476,0.7370606819861916
50,mistralai/Mistral-7B-Instruct-v0.3,tp,0.2058678800921854,4.9873225787120985,0.1224725052416833,0.4923852776526841,0.2335939331472332,0.7081322335780432
50,mistralai/Mistral-7B-Instruct-v0.3,su,0.3534774394504971,2.5495924348529027,0.0778116143948879,0.4762899767040817,0.2109787995170412,0.6542047973943544
75,openai/gpt-oss-20b,lc,0.390669066618338,2.260564725200234,0.1116133642779881,0.4552931722098513,0.240154174596674,0.7604835387167979
75,openai/gpt-oss-20b,tp,0.1925124336485419,0.7370058637165416,0.1056389095915428,0.4709234814671718,0.2303693738342184,0.6732386756318043
75,openai/gpt-oss-20b,su,0.3010237841852147,2.1556273648108446,0.0527294154433643,0.4771854959269276,0.2004952584780172,0.6848652275723978
75,meta-llama/Llama-3.1-8B-Instruct,lc,0.4256840777917796,1.8316941775302464,0.1159715179899271,0.4563103002175721,0.2755654653592779,0.7644467494008272
75,meta-llama/Llama-3.1-8B-Instruct,tp,0.0960787809835157,0.5607930367012156,0.092736091421646,0.4450358936020443,0.2466571395437031,0.6753464590133037
75,meta-llama/Llama-3.1-8B-Instruct,su,0.3613743009225442,2.502064934986403,0.0824027400695855,0.4672720471175609,0.2510824157978849,0.6405168844031908
